,comments,sentiments,clean_comments
3685,Yeti dukha kasta garnu vanda tw nepal mai dukha struggle garnuhos ra thorai dherai paisa kamaunu hos. J jati x afu snga tehimai khusi huna siknuhos jati sapana safalta hasil garey ni jhan jhan rahar ra chahana baddai janx lop ley lap lap ley bilap vaney jhai ..marera jada k nai lana payinx ra..,0,yeti dukha kasta garnu vanda tw nepal mai dukha struggle garnuhos ra thorai dherai paisa kamaunu ho j jati x afu snga tehimai khusi huna siknuhos jati sapana safalta hasil garey ni jhan jhan rahar ra chahana baddai janx lop ley lap lap ley bilap vaney jhai marera jada k nai lana payinx ra
3686,dash ramro vaideko va kina yetro dukha garteha holan,0,dash ramro vaideko va kina yetro dukha garteha holan
3687,यथार्थ यै हो जुन भिडिओ ले देखाउछ europ को सपनामा turkey देखि illigal जानेमा क्यै ले ज्यान गुमाय कयौ महिला बलात्कार भय कति अपरण मा परे अनि फिरती रकम लाखौ गुमाय पिडा सारो छ यो यात्रा कठिन छ तसर्थ जानु भाँडा पहिला प्रलोभन मा नाफस्नु होला राम्ररी सोच्नुहोला ,0,europ turkey illigal
3688,mero ghar xeuko dai pani america jane bhanera janu bhathyo he is lost eversince he left noone knows his whereabouts...,0,mero ghar xeuko dai pani america jane bhanera janu bhathyo lose eversince leave noone know whereabouts
3689,Wow thanks of hidden info now we friends will try ....this hidden journey...n inform u when we will reach,1,wow thanks hide info friend try hidden journeyn inform u reach
3690,What's the main reason for Going abroad in that way?I have been to UK  I didn't see any extra ordinary things over there.Please do not waste your life in that way.,0,whats main reason go abroad wayi uk didnt see extra ordinary thing thereplease waste life way
3691,Very true,1,true
3692,"awesome, what’s your name? ",1,awesome what s name
3693,very sad ,0,sad
3694,Dami daiii,1,dami daiii
3695,never never never,0,never never never
3696,never never never,0,never never never
3697,never never never,0,never never never
3698,love,1,love
3699,love,1,love
3700,love,1,love
3701,love,1,love
3702,love,1,love
3703,love,1,love
3704,love,1,love
3705,Wow just amazing eye opening video,1,wow amaze eye opening video
3706,"i was the 12,000th like! keep up the good work dipesh!",1,12000th like keep good work dipesh
3707,USA ma ta guarantee nai hunxa jasto lagyo dukha pako suneko chaina kaile ni baru Portugal chai hola,1,usa ta guarantee nai hunxa jasto lagyo dukha pako suneko chaina kaile ni baru portugal chai hola
3708,Rather than giving 40-50 lakhs to agents to travel illegally it is easier to study engineering or nursing and migrate to australia.,0,rather give 4050 lakhs agent travel illegally easy study engineering nursing migrate australia
3709,"Hamro Nepal ma yo vram cha ki, Nepal bahek aru desh(especially western countries)ma paisa khan-khani payincha! - Yo jhoot khabar, lack of good education le Nepali youth ko mind bigareerako cha: USA, UK, FRANCE, SPAIN, etc ma kasto SLUM, GARIBI, DISCRIMINATION, RACISM kasto daar lagdo cha vanne thaha chaina,.......aahile ko yug ma haat-haat ma mobile cha, Internet cha, afai research garnuhos, aru ko social media ma ramro photo daekera jealous vayera afno Swarga jasto desh chodera, afno matra navai, purai aaune naya NEPALI GENERATION KOI future lai harm nahos...JAI NEPAL! 🇳🇵",0,hamro nepal yo vram cha ki nepal bahek aru deshespecially western countriesma paisa khankhani payincha yo jhoot khabar lack good education le nepali youth ko mind bigareerako cha usa uk france spain etc kasto slum garibi discrimination racism kasto daar lagdo cha vanne thaha chainaaahile ko yug haathaat mobile cha internet cha afai research garnuhos aru ko social medium ramro photo daekera jealous vayera afno swarga jasto desh chodera afno matra navai purai aaune naya nepali generation koi future lai harm nahosjai nepal
3710,Koi xa Europe illegally laneya .?,0,koi xa europe illegally laneya
3711,Thanks,1,thanks
3712,Kasto garo gari janu parna rahaxa yo vanda ta Nepal ma ni basara Kam garako ramaro ,1,kasto garo gari janu parna rahaxa yo vanda ta nepal ni basara kam garako ramaro
3713,Hamro Neta harule garda aaja hami Nepali ko yesto halat vako xa. #NoNotAgain,0,hamro neta harule garda aaja hami nepali ko yesto halat vako xa nonotagain
3714,Baphre!️,0,baphre
3715,"10-15 lakh paisa, plus 2 education, English ma conversation garna sakne le sajilai legally Schengen aauna sakchha. 50 laakh kharcha garnu bhanda ta as a student Schengen aako raamro. Mahinako 2 lakh plus Nepali ma kamai hunchha. Yestari jyaan jokhim ma paarnu bhanda ma sikai dinxu tarika",0,1015 lakh paisa plus 2 education english conversation garna sakne le sajilai legally schengen aauna sakchha 50 laakh kharcha garnu bhanda ta student schengen aako raamro mahinako 2 lakh plus nepali kamai hunchha yestari jyaan jokhim paarnu bhanda sikai dinxu tarika
3716,40 dekhi 55 lakh samma dalaal lai diyera america jane 20 25 jana ta maile nai veteko xu.. uniharu madhye 3 jana le jyan gumaye laas ni firta payenan family le.. tetro 40 50 lakh le ta afnai desh ma kei garnu ni khai buddhi...,0,40 dekhi 55 lakh samma dalaal lai diyera america jane 20 25 jana ta maile nai veteko xu uniharu madhye 3 jana le jyan gumaye laas ni firta payenan family le tetro 40 50 lakh le ta afnai desh kei garnu ni khai buddhi
3717,Indian haru cycle ma tarkari bechera Afno Nepal ma baseko kharcha samma katera 20000+ Indian rupees saving garera Nepal bata India pathauxan... Ani hami Nepali lai jahelay maya bidesh KO ra Nepal ma kei hunna bhanni Soch... Garo cha,0,indian haru cycle tarkari bechera afno nepal baseko kharcha samma katera 20000 indian rupee save garera nepal bata india pathauxan ani hami nepali lai jahelay maya bidesh ko ra nepal kei hunna bhanni soch garo cha
3718,Im happy in dubai,1,im happy dubai
3719,i am that guy on zoom video aarey kya,1,guy zoom video aarey kya
3720,Shit  man .mah nii Portugal jana lagya theya yesari naie ,0,shit man mah nii portugal jana lagya theya yesari naie
3721,It’s most important news you displayed,1,it s important news display
3722,Good information,1,good information
3723,Well the vedio information is quite not up to date,1,well vedio information quite date
3724,Ani Kati illegal immigrants haru lai Mexico ko cartel le pani mareka chan,0,ani kati illegal immigrant haru lai mexico ko cartel le pani mareka chan
3725,"Hamro rukum tira ekdam dherai janxan illegal america .. Hamro gaau ma nai 10,,15 jana gaisakeka xan",0,hamro rukum tira ekdam dherai janxan illegal america hamro gaau nai 1015 jana gaisakeka xan
